"","portname","code","latitude","longitude","iso3"
"2989","Ambavan'i Sahavato",NA,-20.50315,48.431,"MDG"
"2990","Djoku-Punda",NA,-5.58676,20.92019,"COD"
"2991","Esbjerg","DKEBJ",55.46529,8.43536,"DNK"
"2992","Nijniy Pyanj",NA,37.19258,68.58586,"TJK"
"2993","Prachuap",NA,11.80817,99.79894,"THA"
"2994","Supsa",NA,42.00045,41.75929,"GEO"
"2995","Safaga","EGSGA",26.74666,33.94636,"EGY"
"2996","Songo",NA,-4.56031,18.65234,"COD"
"2997","Berenice",NA,23.94184,35.48944,NA
"2998","Oki","JPOKI",36.20264,133.33515,"JPN"
"2999","Ithaki (Ithaca)","GRITH",38.36565,20.71474,"GRC"
"3000","Kymi (Kimi)","GRKIM",38.63095,24.12442,"GRC"
"3001","Alger","DZALG",36.76316,3.06147,NA
"3002","Cap Lopez","GACLZ",-0.63046,8.71264,"GAB"
"3003","Gamba","GAGAX",-2.78758,10.01288,"GAB"
"3004","Levkas","GRLEV",38.83,20.71021,"GRC"
"3005","Ekuata","GAEKU",0.30896,9.37683,"GAB"
"3006","Dajla",NA,23.70155,-15.925,"ESH"
"3007","Ngqura",NA,-33.79709,25.68643,NA
"3008","Slagenstangen","NOSLG",59.32187,10.50202,"NOR"
"3009","Sejero","DKSJO",55.88328,11.13939,"DNK"
"3010","Raoul Port",NA,65.07583,-14.02871,"ISL"
"3011","Lucina","GALUC",-3.88157,10.9267,NA
"3012","Minamiise",NA,34.2789,136.53816,"JPN"
"3013","Masiakampy",NA,-19.68289,45.40536,"MDG"
"3014","Ust Dunaysk","UAUDY",45.46653,29.71136,"UKR"
"3015","Colonia","UYCYR",-34.47431,-57.84386,"URY"
"3016","Baniyas","SYBAN",35.18358,35.94398,NA
"3017","Bosenge",NA,1.50299,22.30949,"COD"
"3018","Lavrion (Laurium)","GRLAV",37.71262,24.06292,"GRC"
"3019","Belgorod-Dnestrovskiy","UABGD",46.18325,30.37314,"UKR"
"3020","Brake","DEBKE",53.33895,8.4933,"DEU"
"3021","N'Giri",NA,0.43653,17.9663,"COD"
"3022","Clear","USCXI",27.96419,-82.80431,"USA"
"3023","Kole",NA,-3.46948,22.45668,"COD"
"3024","Nahr El Kalb",NA,33.95837,35.5968,NA
"3025","Kuzulu",NA,-3.48149,16.12867,"COD"
"3026","El Maadiya Port",NA,31.2697,30.15254,NA
"3027","Kilrush","IEKLR",52.63493,-9.49499,"IRL"
"3028","Shediac","CASHE",46.22559,-64.54271,"CAN"
"3029",NA,NA,64.24769,-18.81243,"ISL"
"3030","Al-Tour",NA,28.23557,33.6055,"EGY"
"3031","Salinetas","ESSAT",27.98047,-15.37772,"ESP"
"3032","Miragoane",NA,18.44522,-73.09051,"HTI"
"3033","Khoasrowabad",NA,30.14764,48.40378,"IRN"
"3034","El Bware",NA,34.0453,35.6313,NA
"3035","Nossi-Be","MGNOS",-13.40688,48.2792,NA
"3036","Mona Island","USOIS",18.06068,-67.90624,"PRI"
"3037","Silistra","BGSLS",44.12381,27.2648,"BGR"
"3038","Holmsund","SEHLD",63.70182,20.3611,"SWE"
"3039","Dilovasi",NA,40.77108,29.54326,NA
"3040","Akdeniz",NA,36.83469,30.6047,"TUR"
"3041","Quang Ninh","VNQNH",20.97234,107.05224,"VNM"
"3042","Saigon","VNSGN",10.75853,106.7181,"VNM"
"3043","Green Harbor",NA,19.60822,37.23555,NA
"3044","Cebu","PHCEB",10.30435,123.91541,NA
"3045","Tanjung Balai Karimun",NA,-0.81315,103.4596,"IDN"
"3046","Kishenyabuhyo",NA,-1.96719,29.08801,"COD"
"3047","Mushange I & II",NA,-2.05503,29.05506,"COD"
"3048","Kaseke",NA,-2.05101,29.05744,"COD"
"3049","Yuzhnyy","UAYUZ",46.61595,31.02712,"UKR"
"3050","Nikolayev","UANIK",46.94275,31.97247,"UKR"
"3051","Tsu","JPTSU",34.68235,136.53013,"JPN"
"3052","El Sokhna",NA,29.68416,32.3655,NA
"3053","Makanza",NA,1.6055,19.10478,"COD"
"3054","Kese",NA,-3.38216,18.03768,"COD"
"3055","Bec D'Ambes","FRBEC",45.00737,-0.56516,"FRA"
"3056","La Mede","FRLMD",43.40214,5.11832,"FRA"
"3057","Bususulu",NA,0.77317,20.73583,"COD"
"3058","Bokolo",NA,3.21975,20.75936,"COD"
"3059","Goose Bay","CAGOO",53.34342,-60.40053,"CAN"
"3060","Gildeskal","NOGIL",67.03565,14.02449,"NOR"
"3061","Siglufjordur - Hofn","ISSIG",66.14883,-18.90819,NA
"3062","Nuweibah","EGNUW",28.97305,34.66567,"EGY"
"3063","Tolanaro","MGFTU",-25.06778,46.96286,"MDG"
"3064","Goli Goli",NA,-17.60574,35.32618,"MOZ"
"3065","Oro Bay","PGROR",-8.89732,148.49462,NA
"3066","Aneway Bay","PGANB",-6.19666,155.54664,"PNG"
"3067","Gota","SEGOA",58.1083,12.13773,"SWE"
"3068","Quang Ngai","VNXNG",15.13359,108.79072,"VNM"
"3069","Valleyfield","CAVLF",45.25616,-74.14167,"CAN"
"3070","Tracy","CATRC",46.04736,-73.13759,"CAN"
"3071","Port Canaveral","USPCA",28.41085,-80.62759,"USA"
"3072","Nanoose","CANNE",49.26228,-124.18946,NA
"3073","Ioco","CAIOC",49.33393,-122.6041,NA
"3074","Butonyi",NA,-1.96147,29.10454,"COD"
"3075","Kamasha",NA,-2.05456,29.05378,"COD"
"3076","Mwiri",NA,-2.1421,29.0226,"COD"
"3077","Karhulo",NA,-2.14512,29.02319,"COD"
"3078","Marieberg","SEMAR",57.89426,11.7098,"SWE"
"3079","Keflavikurkaupstadur","ISKEV",63.98597,-22.54183,NA
"3080","Brussel (Bruxelles)","BEBRU",50.86009,4.34687,"BEL"
"3081","Antwerpen (Antwerp)","BEANR",51.2495,4.38621,"BEL"
"3082","Mishima-Kawanoe","JPKWN",33.98994,133.55796,"JPN"
"3083","Kenitra-Media","MANNA",34.25683,-6.67308,"MAR"
"3084","Unye","TRUNY",41.11297,37.33216,NA
"3085","Suminoe","JPSUM",34.61669,135.44487,"JPN"
"3086","Tabangoa","PHTBG",13.76837,121.03275,NA
"3087","Rottnest Island","AURTS",-31.99477,115.53813,"AUS"
"3088","Bathurst Island","AUBRT",-11.76052,130.63882,"AUS"
"3089","King Bay","AUKIB",-39.92795,143.8452,"AUS"
"3090","Frobisher Bay","CAFBB",63.74111,-68.50906,"CAN"
"3091","Smith'S Bluff","USSML",30.00676,-93.98359,"USA"
"3092","Stamps","USSTM",41.04315,-73.54539,"USA"
"3093","Valloy","NOVAL",59.2604,10.49107,"NOR"
"3094","Saltdal","NOSDL",67.10361,15.3898,"NOR"
"3095","Otago Harbour","NZORR",-45.79917,170.62699,NA
"3096","Jawaharlal Nehru","INNSA",18.95374,72.95043,NA
"3097","Mitajiri","JPNAN",34.03783,131.59142,"JPN"
"3098","Uchiura","JPUCR",35.52226,135.5055,"JPN"
"3099","Wajima","JPWJM",37.39975,136.9005,"JPN"
"3100","Mina Saud","KWMIS",28.7192,48.3834,"KWT"
"3101","Gan Island","MVGAN",-0.68777,73.14929,NA
"3102","Labuan Hadji","MYLBH",5.27289,115.23321,"MYS"
"3103","Malacca","MYMKZ",2.1909,102.25423,"MYS"
"3104","Thialis","FRTHI",-21.61457,166.24114,NA
"3105","Diliskelesi","TRDIL",40.76636,29.53002,NA
"3106","Ras Al Kalib","YERAK",14.91482,42.87917,"YEM"
"3107","Isla De Pascua","CLIPC",-27.15358,-109.43841,"CHL"
"3108","Tuticorin","INTUT",8.75636,78.1941,NA
"3109","Kokkola","FIKOK",63.86256,23.0488,"FIN"
"3110","Campbellton","CACOM",48,-66.65541,NA
"3111","Mananara","MGWMR",-16.16115,49.76884,NA
"3112","Kyndby / Krostrup","DKKBY",55.81155,11.88131,"DNK"
"3113","Skutskar","SESSR",60.64672,17.39247,"SWE"
"3114","Fairport","USFPT",41.75182,-81.28178,"USA"
"3115","Sena",NA,-17.44401,35.04645,"MOZ"
"3116","Lisboa (Lisbon)","PTLIS",38.70056,-9.16695,"PRT"
"3117","Berre","FRBEE",43.47139,5.16688,"FRA"
"3118","Falconara","ITFAL",43.6376,13.38342,"ITA"
"3119","Puerto Bolivar","COPBO",12.249,-71.95953,"COL"
"3120","Tjilatjap","IDTJI",-7.68807,109.08483,"IDN"
"3121","Manati","CUMNT",21.35853,-76.82571,"CUB"
"3122","Kalimnos Island","GRKMI",36.94686,26.98509,"GRC"
"3123","Kish Island",NA,26.56645,54.00454,"IRN"
"3124","La Plata","ARLPG",-34.86214,-57.8957,"ARG"
"3125","Estero Bay","USESB",35.4491,-120.9065,"USA"
"3126","Strand","NOSTD",59.0191,6.04371,"NOR"
"3127","Olbia (Terranova)","ITOLB",40.92508,9.50519,"ITA"
"3128","Budge-Budge","INBUD",22.48903,88.18107,"IND"
"3129","Mizushima","JPMIZ",34.50968,133.73613,"JPN"
"3130","Tagonoura","JPTGO",35.13918,138.69711,"JPN"
"3131","Abashiri","JPABA",44.01352,144.284,"JPN"
"3132","Ez Zahrani",NA,33.50451,35.34433,NA
"3133","Pakera Point",NA,-10.4108,161.78921,"SLB"
"3134","Skua Venture",NA,-12.10727,125.0037,NA
"3135","Point Galeota","TTPTG",10.14076,-60.99736,"TTO"
"3136","Sarkoy","TRSRK",40.61138,27.11355,NA
"3137","Red Beach","VNRBE",16.09529,108.23367,"VNM"
"3138","Caracasbaii","ANCRB",12.06961,-68.86089,"ANT"
"3139","San Antonio Este","ARSAE",-40.73555,-64.93845,"ARG"
"3140","Min-Al-Fahal","OMMFH",23.63931,58.50812,"OMN"
"3141","Port Medway","CAPMW",44.15172,-64.57534,"CAN"
"3142","Come By Chance Bay","CACBC",47.63018,-53.73581,"CAN"
"3143","Aughinish Island","IEAUG",52.6347,-9.05915,"IRL"
"3144","Tagoloan Mis. Or","PHTGO",8.53392,124.74165,NA
"3145","Golcuk","TRGOK",40.72124,29.82794,"TUR"
"3146","Endau","MYEND",2.65542,103.62351,"MYS"
"3147","Iokanka","RUIOK",68.05647,39.51599,"RUS"
"3148","Cozumel","MXCZM",20.50756,-86.95512,"MEX"
"3149","Port Dalrymple","AUPTD",-41.10773,146.82309,"AUS"
"3150","Cape Preston","AUCPN",-20.84135,116.20503,"AUS"
"3151","Pointe Au Pic","CAPPC",47.62255,-70.14117,"CAN"
"3152","Chester","CACST",63.34185,-90.69424,"CAN"
"3153","Gray","USGRG",46.96498,-123.84986,"USA"
"3154","Corpus Christi","USCRP",27.83327,-97.3901,"USA"
"3155","Halvorshavn","NOHAN",59.57347,10.61711,"NOR"
"3156","Nador","MANDR",35.16256,-2.91043,"MAR"
"3157","Himeji","JPABO",34.77748,134.60045,"JPN"
"3158","Hiki","JPHIK",34.22805,135.13119,"JPN"
"3159","Vuda","FJVUD",-17.68339,177.38855,NA
"3160","Sumenep","IDSUP",1.36036,102.15853,"IDN"
"3161","Puerto Padre","CUPPA",21.20113,-76.5986,"CUB"
"3162","Kinwan","JPKIN",26.33912,127.95831,"JPN"
"3163","Tahara","JPATM",34.64758,137.08806,"JPN"
"3164","Kinuura","JPKNU",34.91329,136.97852,"JPN"
"3165","Pohang","KRKPO",36.01113,129.4015,NA
"3166","Tanjong Kling","MYTKL",2.15938,111.33789,"MYS"
"3167","Okhotsk","RUOHO",59.35039,143.1811,"RUS"
"3168","Vostochniy","RUVYP",42.73504,133.08259,"RUS"
"3169","Choiseul Bay","SBCHY",-6.69285,156.40951,"SLB"
"3170","Grand Turk Island","TCGDT",21.42729,-71.14488,"TCA"
"3171","Point Lisas","TTPTS",10.39971,-61.48727,"TTO"
"3172","Ceyhan","TRCEY",36.88203,35.9351,NA
"3173","Puerto Ordaz","VEPZO",8.34103,-62.72199,"VEN"
"3174","Lumut","BNLUM",4.67375,114.46374,"BRN"
"3175","Cruz Grande","CLCGR",-29.45209,-71.31366,"CHL"
"3176","San Lorenzo / Maracaibo L","VESLV",9.77922,-71.06699,NA
"3177","Hamburg-Harburg","DEHBU",53.48015,9.96217,"DEU"
"3178","Rosarito Terminal","MXRST",32.36855,-117.07289,NA
"3179","Shuaiba","KWMIB",29.0395,48.15593,"KWT"
"3180","Benoa","IDBOA",-8.74329,115.20943,NA
"3181","El Dekheila","EGEDK",31.1326,29.79895,"EGY"
"3182","Tyne","GBTYN",55.01643,-1.41982,"GBR"
"3183","Alesund","NOAES",62.47299,6.15274,"NOR"
"3184","Ichikikushikino",NA,31.71546,130.26021,"JPN"
"3185","Bagata",NA,2.26526,23.0631,"COD"
"3186","San Jose Carangian",NA,12.53328,124.48596,"PHL"
"3187","Warnemunde","DEWAR",54.15078,12.1167,"DEU"
"3188","Ramsey","GBRSY",54.31824,-4.3757,NA
"3189","Hamrawein","EGHAM",26.25572,34.20444,"EGY"
"3190","Suez Canal",NA,30.58835,32.28029,"EGY"
"3191","Santo Tomas De Castilla",NA,15.79067,-87.44342,NA
"3192","Mumbai",NA,18.9247,72.83812,NA
"3193","Sirri Island","IRSXI",25.89589,54.55135,NA
"3194","Higashikagawa",NA,34.25746,134.33769,"JPN"
"3195","Port Of Oskemen",NA,49.94202,82.65223,"KAZ"
"3196","Shuwaikh","KWSWK",29.34865,47.93437,"KWT"
"3197","Ain El Mraisse _El Manara",NA,33.89853,35.4689,NA
"3198","Ain El Mraisse _El Jisr",NA,33.90228,35.49546,"LBN"
"3199","Sangatta","IDTBA",0.5357,117.64344,NA
"3200","Salinas","ECSNC",-2.15858,-80.81088,"ECU"
"3201","Manzanillo","DOMAN",19.70629,-71.74349,NA
"3202","Jardim",NA,-17.63093,35.19096,"MOZ"
"3203","Payardi","PAPAY",9.39205,-79.81967,"PAN"
"3204","Viru Harbour","SBVIU",-8.49935,157.73026,"SLB"
"3205","Malloco Bay",NA,-7.58006,156.60523,"SLB"
"3206","Bartin","TRBTN",41.68671,32.23357,"TUR"
"3207","Punta Quilla","ARPQU",-50.1218,-68.40857,"ARG"
"3208","Ras Sudr",NA,29.5851,32.71222,"EGY"
"3209","Santa Fe",NA,11.16465,123.80562,"PHL"
"3210","Hagnaya",NA,11.09309,123.94481,"PHL"
"3211","Polambato",NA,11.06977,123.9966,NA
"3212","Naval",NA,11.56037,124.39179,NA
"3213","Bulan",NA,12.66474,123.87389,NA
"3214","Termiz",NA,37.19916,67.30259,"UZB"
"3215","Palanca Terminal","AOPAT",-6.95207,12.4035,NA
"3216","Novo Redondo","AONOE",-11.18835,13.83532,NA
"3217","Willemstad","ANWIL",12.10711,-68.93912,"ANT"
"3218","Philipsburg","ANPHI",18.02084,-63.04171,"ANT"
"3219","Zurku Island","AEZUR",24.89824,53.06485,"ARE"
"3220","Arzanah Island","AEARZ",24.77698,52.56419,NA
"3221","Das Island","AEDAS",25.14179,52.88002,"ARE"
"3222","Abu Al Bukhoosh","AEABU",24.8797,53.08523,NA
"3223","Halul","QAHAL",25.66842,52.41047,NA
"3224","Fateh Terminal","AEFAT",25.21981,54.23508,"ARE"
"3225","Mubarek Terminal","AEMUB",25.87548,55.01132,"IRN"
"3226","Jebel Ali","AEJEA",24.99389,55.04795,"ARE"
"3227","Port Huon","AUPHU",-43.1586,146.97602,"AUS"
"3228","Port Giles","AUPGI",-35.0214,137.75838,"AUS"
"3229","Cape Leeuwin","AUCLN",-34.35463,115.16699,"AUS"
"3230","Port Bonython","AUPBY",-32.99192,137.76428,"AUS"
"3231","Useless Loop","AUUSL",-26.13013,113.41288,"AUS"
"3232","Exmouth","AUPEX",-21.95633,114.13671,"AUS"
"3233","Port Rhoades","JMPRH",18.46072,-77.41208,"JAM"
"3234","Saladin Marine Terminal","AUSMT",-21.45933,115.02432,"AUS"
"3235","Varanus Island","AUVAR",-20.72734,115.47305,"AUS"
"3236","Abbot Point","AUABP",-19.88987,148.07557,"AUS"
"3237","Yampi","AUYAM",-16.14732,123.74961,"AUS"
"3238","Cape Flattery","AUCQP",-14.98212,145.35109,"AUS"
"3239","M'Bya Terminal","GAMBY",-3.88157,10.9267,NA
"3240","Saida",NA,33.56453,35.3675,NA
"3241","Merca",NA,1.713,44.76915,"SOM"
"3242","Guiuan",NA,11.03074,125.72299,"PHL"
"3243","Thursday Island","AUTIS",-10.5851,142.21965,"AUS"
"3244","Port Stanvac","AUPST",-35.1104,138.47131,"AUS"
"3245","Newcastle","AUNTL",-32.91905,151.76552,"AUS"
"3246","South West Rocks","AUSWR",-30.8938,153.01741,"AUS"
"3247","Port Walcott","AUPWL",-20.62781,117.14092,"AUS"
"3248","Spring Bay","AUSPB",-42.51002,147.91873,"AUS"
"3249","Clarence River","AUCLR",-29.40776,153.34921,"AUS"
"3250","Derby","AUDRB",-17.29159,123.60922,"AUS"
"3251","Gove","AUGOV",-12.19841,136.67919,"AUS"
"3252","Griffin Venture",NA,-21.64596,115.13003,"AUS"
"3253","Long Pond","CALOP",47.51643,-52.97776,"CAN"
"3254","Fort Chimo","CAFCM",58.09832,-68.40779,NA
"3255","Deception Bay","CADEB",62.14541,-74.6952,"CAN"
"3256","Shippegan","CASHP",47.74219,-64.7094,"CAN"
"3257","Harmac","CAHMC",49.13898,-123.8577,"CAN"
"3258","Woodfibre","CAWOO",49.66649,-123.25458,"CAN"
"3259","Duncan Bay","CADCN",50.0722,-125.28594,"CAN"
"3260","Port Simpson","CAPSI",54.55605,-130.43403,"CAN"
"3261","Algona","USUBJ",42.61885,-82.5302,"USA"
"3262","Hyde","USHYD",55.90471,-130.01264,"USA"
"3263","Nanisivik","CANVK",73.06761,-84.54749,NA
"3264","Port Alfred","CAPAF",48.33369,-70.87438,"CAN"
"3265","Pointe Noire",NA,50.1556,-66.48549,"CAN"
"3266","Clarkson","CACSN",43.48954,-79.6167,"CAN"
"3267","Parlier","USPAR",29.86729,-93.92672,"USA"
"3268","Brooklyn","USBOY",40.69122,-74.00133,"USA"
"3269","Cape Fear","USCFN",33.84558,-77.96152,NA
"3270","Sewells Point","USSWP",36.95048,-76.32705,"USA"
"3271","Cape Charles","USCCJ",37.26569,-76.01707,"USA"
"3272","Hampton-Newport News-Williamsb.","USPHF",37.01607,-76.33032,"USA"
"3273","El Capitan","USELC",33.00486,-118.55756,"USA"
"3274","Eden","USEDB",36.05651,-76.60948,"USA"
"3275","Manchester","USMNY",38.97334,-123.71322,NA
"3276","Jacintoport",NA,29.74736,-95.10568,"USA"
"3277","Vanylven","NOVAY",62.03979,5.51726,"NOR"
"3278","Hitra","NOHIT",63.52093,9.1089,"NOR"
"3279","Stjordal","NOSTJ",63.47467,10.89367,"NOR"
"3280","Flora","NOFRO",61.60025,5.02902,"NOR"
"3281","Fuglafirdi (Fuglefjord)","FOFUG",62.30844,6.9489,"NOR"
"3282","Haldia","INHAL",22.02446,88.05092,"IND"
"3283","Barton","GBBNM",53.47482,-2.35388,"GBR"
"3284","Islay","GBIYP",55.75784,-6.2887,"GBR"
"3285","Onehunga","NZONE",-36.93231,174.78516,"NZL"
"3286","Idhra (Hydra)","GRHYD",37.35055,23.4647,"GRC"
"3287","Achladi","GRACL",38.89103,22.81134,"GRC"
"3288","Hitachi","JPHTC",36.49797,140.62553,"JPN"
"3289","Chiang Khong",NA,20.27398,100.40645,"THA"
"3290","Stormskaer","STSOK",63.7875,20.31465,"SWE"
"3291","Mina Salman","BHMIN",26.19012,50.71173,NA
"3292","Meteghan","CAMET",44.19233,-66.1663,NA
"3293","Bremerhaven",NA,53.56566,8.56288,"DEU"
"3294","Las Palmas",NA,28.14147,-15.42721,"ESP"
"3295","Algeciras",NA,36.1283,-5.44502,"ESP"
"3296","Cochin","INCOK",9.96772,76.2673,"IND"
"3297","Navalakhi","INNAV",22.96026,70.44507,"IND"
"3298","Mandvi","INMDV",22.83217,69.35905,"IND"
"3299","Porbandar","INPBD",21.63355,69.59201,NA
"3300","Mormugao","INMRM",15.40865,73.80131,NA
"3301","Mangalore","INIXE",12.85832,74.83261,"IND"
"3302","Kakinada","INKAK",16.96855,82.2779,"IND"
"3303","Kandla","INIXY",23.00256,70.22264,"IND"
"3304","Salalah","OMRAY",16.93874,53.99858,"OMN"
"3305","Assab",NA,13.00664,42.74524,NA
"3306","Calcutta","INCCU",22.57597,88.34609,"IND"
"3307","Waiyavu",NA,-16.78773,-179.99114,NA
"3308","Port Sudan",NA,19.60101,37.22835,"SDN"
"3309","Tat Taung",NA,19.56698,93.93617,"MMR"
"3310","Lenakel",NA,-19.53236,169.2658,"VUT"
"3311","Taungup",NA,18.83695,94.21878,"MMR"
"3312","Kyaukpyu",NA,19.43481,93.54899,NA
"3313","Gwa",NA,17.59153,94.56894,NA
"3314","Duqm",NA,19.65835,57.71183,"OMN"
"3315","Esmeraldas","ECESM",0.9846,-79.64434,NA
"3316","Bahia Honda","CUBHO",22.97048,-83.16866,"CUB"
"3317","Cabanas","CUCAB",22.98338,-82.92983,"CUB"
"3318","Loheiya","YELOH",15.70229,42.68884,"YEM"
"3319","Massawa",NA,15.60999,39.47659,NA
"3320","Luanda","AOLAD",-8.80094,13.24482,"AGO"
"3321","Colombo","LKCMB",6.94119,79.8428,"LKA"
"3322","Nabukeru",NA,-16.8413,177.46469,"FJI"
"3323","Yangon","MMRGN",16.76688,96.17397,"MMR"
"3324","Port Elizabeth","ZAPLZ",-33.96351,25.62807,"ZAF"
"3325","Culasi",NA,11.60526,122.71019,NA
"3326","Tacloban","PHTAC",11.24829,125.00016,"PHL"
"3327","Ormoc",NA,11.00506,124.60674,"PHL"
"3328","Isabel","PHISL",10.89923,124.43367,"PHL"
"3329","Bantayan",NA,11.16643,123.71807,"PHL"
"3330","Sihanoukville","KHSIH",10.64955,103.51771,"KHM"
"3331","San Pedro De Macoris","DOSPM",18.44906,-69.31013,NA
"3332","Blackpoint",NA,-16.78158,-179.98372,NA
"3333","Mukalla","YEMKX",14.52085,49.15161,"YEM"
"3334","El Ma'an",NA,2.17769,45.59395,"SOM"
"3335","Kiunga",NA,-1.74579,41.49106,"KEN"
"3336","Lamu","KELAU",-2.26815,40.90159,"KEN"
"3337","Malindi","KEMYD",-3.21595,40.12566,"KEN"
"3338","Kilifi",NA,-3.63391,39.84509,"KEN"
"3339","Shimoni",NA,-4.64779,39.37979,NA
"3340","Kisumu",NA,-0.10396,34.74529,"KEN"
"3341","Ibo","MZIBO",-12.34354,40.5833,"MOZ"
"3342","Pemba","MZPOL",-12.96564,40.48836,"MOZ"
"3343","Memba","MZMEM",-14.18178,40.52676,"MOZ"
"3344","Mocambique","MZMZQ",-15.03081,40.73659,"MOZ"
"3345","Angoche","MZANO",-16.23501,39.90224,"MOZ"
"3346","Moma","MZMMW",-16.76688,39.22151,"MOZ"
"3347","Quelimane","MZUEL",-17.87888,36.87954,"MOZ"
"3348","Nacala","MZMNC",-14.54222,40.66748,"MOZ"
"3349","Pointe Noire","CGPNR",-4.77662,11.82791,NA
"3350","Santa Lucia",NA,22.673,-83.96779,"CUB"
"3351","Ash Shihr",NA,14.75048,49.60691,"YEM"
"3352","Ras Isa (SBM)",NA,15.18921,42.66201,NA
"3353","Pastelillo","CUPAS",21.54432,-77.2125,"CUB"
"3354","Preston",NA,20.76759,-75.65524,"CUB"
"3355","Punta Gorda",NA,20.63508,-74.85635,"CUB"
"3356","Palenque","DOPAL",18.23408,-70.1629,NA
"3357","Porto Belo","MZPBE",-17.72151,37.18911,"MOZ"
"3358","Chinde","MZINE",-18.57656,36.45986,"MOZ"
"3359","Inhambane","MZINH",-23.86696,35.38038,"MOZ"
"3360","Walvis Bay","NAWVB",-22.95795,14.48488,"NAM"
"3361","Beira","MZBEW",-19.82676,34.83322,"MOZ"
"3362","Maputo","MZMPM",-25.97701,32.5754,"MOZ"
"3363","Bela Vista","MZBEL",-26.34634,32.67751,"MOZ"
"3364","Djeno Terminal","CGDJE",-4.91913,11.92924,"COG"
"3365","Port Vila","VUVLI",-17.75535,168.30622,NA
"3366","Forari Bay",NA,-17.68278,168.54891,NA
"3367","Port Sandwich","VUPSA",-16.4375,167.78385,NA
"3368","Santo","VUSAN",-15.5151,167.18055,NA
"3369","Vatia","FJVAT",-17.39871,177.7635,NA
"3370","Lambasa","FJLBS",-16.36489,179.36007,NA
"3371","Abu Kammash","LYABK",33.08129,11.73688,"LBY"
"3372","Lautoka","FJLTK",-17.60476,177.4384,NA
"3373","Homs",NA,32.67333,14.24644,"LBY"
"3374","Al Khoms",NA,32.65584,14.27167,"LBY"
"3375","Es Sider","LYESI",30.63549,18.36526,"LBY"
"3376","Derna","LYDNF",32.76257,22.65246,"LBY"
"3377","Tobruq","LYTOB",32.07704,23.98277,NA
"3378","Buenaventura","COBUN",3.89244,-77.07841,NA
"3379","Turbo","COTRB",8.09528,-76.73992,"COL"
"3380","Mamonal","COMAM",10.32662,-75.50977,NA
"3381","Litzlitz",NA,-16.1144,167.44322,NA
"3382","Loltong",NA,-15.54755,168.14809,NA
"3383","Sola",NA,-13.87268,167.55024,"VUT"
"3384","Anelgaohat",NA,-20.23354,169.78109,NA
"3385","Thandwe",NA,18.36545,94.33867,"MMR"
"3386","Masirah",NA,20.65829,58.87158,"OMN"
"3387","Sur",NA,22.5769,59.51748,"OMN"
"3388","Istanbul","TRIST",41.02709,28.98473,"TUR"
"3389","Sabang","IDSBG",5.88065,95.32269,"IDN"
"3390","Blang Lancang",NA,5.22203,97.09631,"IDN"
"3391","Kuala Langsa","IDKUA",4.52416,98.02056,NA
"3392","Bengkalis","IDBKI",1.46622,102.10845,"IDN"
"3393","Tanjung Pinang","IDTNJ",0.92994,104.45376,NA
"3394","Kidjang","IDKID",0.83743,104.60929,"IDN"
"3395","Dabo","IDDAS",-0.501,104.5657,"IDN"
"3396","Muntok","IDMUO",-2.07444,105.17549,"IDN"
"3397","Semangka Bay",NA,-5.49955,104.62023,"IDN"
"3398","Sibolga","IDSLG",1.7292,98.78523,NA
"3399","Susoh","IDSUS",3.72073,96.81146,NA
"3400","Meulaboh","IDMEQ",4.12711,96.12932,NA
"3401","Cilacap","IDCXP",-7.74913,109.01491,NA
"3402","Rembang","IDREM",-6.70073,111.3374,NA
"3403","Kayangan",NA,-8.4861,116.67454,"IDN"
"3404","Biak","IDBIK",-1.25616,136.37692,NA
"3405","Ternate","IDTTE",0.78066,127.38809,NA
"3406","Namlea",NA,-3.26645,127.08498,"IDN"
"3407","Malili","IDMLI",-2.64254,121.07289,"IDN"
"3408","Tubang","IDTBN",-1.76144,125.09462,NA
"3409","Samarinda","IDSRI",-0.50507,117.15071,"IDN"
"3410","Sampit","IDSMQ",-2.5681,112.97806,"IDN"
"3411","Nouakchott","MRNKC",17.99622,-16.02815,NA
"3412","Puerto Bolivar","ECPBO",-3.2574,-80.00008,"ECU"
"3413","Boma",NA,-5.85954,13.05423,"COD"
"3414","Banana",NA,-6.0013,12.40015,"COD"
"3415","Bukoba",NA,-1.34839,31.81625,"TZA"
"3416","Port of Scarborough","PATT",11.18156,-60.73563,"TTO"
"3417","Santo Domingo","DOSDQ",18.47557,-69.88201,"DOM"
"3418","Puerto Viejo De Azua","DOPVA",18.34797,-70.83629,NA
"3419","Cabo Rojo","DOCBJ",17.92544,-71.6551,NA
"3420","San Juan","PESJA",-15.35781,-75.15958,NA
"3421","Samanco","PESAM",-9.25611,-78.49794,"PER"
"3422","Eten","PEEEN",-6.93326,-79.86607,NA
"3423","Negritos","PENGS",-4.66044,-81.3078,"PER"
"3424","Rocky Point","JMROP",17.81696,-77.14323,NA
"3425","Mwanza",NA,-2.51752,32.89668,"TZA"
"3426","Port Royal","JMPRO",17.93463,-76.84368,NA
"3427","Djibouti",NA,11.6065,43.13937,NA
"3428","Kribi","CMKBI",2.93725,9.90519,NA
"3429","Pennington","NGPEN",4.24973,5.6025,NA
"3430","Antan Terminal","NGANT",4.20893,8.3321,NA
"3431","Sapele","NGSPL",5.91716,5.65623,"NGA"
