"","portname","code","latitude","longitude","iso3"
"3432","Bonny","NGBON",4.42732,7.15816,"NGA"
"3433","Brass","NGBRA",4.30587,6.23909,"NGA"
"3434","Calabar","NGCBQ",5.01135,8.31729,"NGA"
"3435","Warri","NGWAR",5.51753,5.72582,"NGA"
"3436","Que Oboe / Eket","NGOBO",4.54505,7.98999,"NGA"
"3437","Kole Terminal","CMKOL",4.21153,8.5491,NA
"3438","Moudi Terminal","CMMOU",4.10893,8.4781,NA
"3439","Victoria","CMVCC",4.01142,9.19301,NA
"3440","Lagos","NGLOS",6.43672,3.38966,"NGA"
"3441","Dar Es Salaam","TZDAR",-6.81982,39.28792,"TZA"
"3442","Woodbridge Bay Port","DMRSU",15.3119,-61.3884,"DMA"
"3443","Lucea","JMLUC",18.44473,-78.17107,"JAM"
"3444","Matadi",NA,-5.82389,13.44988,"COD"
"3445","Lobito","AOLOB",-12.35075,13.54948,"AGO"
"3446","Durban","ZADUR",-29.88108,31.01967,NA
"3447","Kombo",NA,-0.10618,18.62355,"COD"
"3448","Ingende",NA,-0.31377,18.97294,"COD"
"3449","Gao",NA,16.27809,-0.05171,"MLI"
"3450","Kiame Marine Terminal",NA,-7.34569,12.38707,NA
"3451","Punta Piedras",NA,10.58756,-71.61605,"VEN"
"3452","English Harbour",NA,3.8573,-159.35988,NA
"3453","Menzel Bourguiba","TNMBA",37.1569,9.80648,"TUN"
"3454","Kiabo Marine Terminal",NA,-7.33097,12.58824,NA
"3455","Takula Terminal","AOTAK",-5.21935,12.14199,"AGO"
"3456","Quinfuquena Terminal","AOSOQ",-6.33107,12.2295,NA
"3457","Roseau","DMRSU",15.29815,-61.38987,"DMA"
"3458","Portsmouth","DMPOR",15.57743,-61.45744,"DMA"
"3459","Majuro","MHMAJ",7.08559,171.36524,"MHL"
"3460","Okat",NA,5.35508,162.96127,NA
"3461","Weno",NA,7.4455,151.83988,"FSM"
"3462","Hodeidah","YEHOD",14.8323,42.93464,NA
"3463","Riga","LVRIX",57.0401,24.077,"LVA"
"3464","Soyo","AOSZA",-6.11982,12.33946,"AGO"
"3465","Ntokoro",NA,1.05432,30.53738,"UGA"
"3466","Lombo Marine Terminal",NA,-6.8326,12.37226,NA
"3467","La Ceiba / Maracaibo L","VELCV",10.70434,-71.58856,"VEN"
"3468","Pohnpei",NA,6.97957,158.20141,NA
"3469","Ventspils","LVVNT",57.40036,21.55136,NA
"3470","Kwajalein","MHKWA",8.73203,167.73667,"MHL"
"3471","Tomil","FMYAP",9.51578,138.12526,NA
"3472","Banaba",NA,-0.86506,169.53438,"KIR"
"3473","London",NA,1.98309,-157.47164,NA
"3474","Betio Harbour",NA,1.35859,172.93222,NA
"3475","Roja Harbor",NA,57.50702,22.80828,"LVA"
"3476","Nasser",NA,8.61362,33.06205,"SSD"
"3477","Apra","GUAPR",13.43965,144.6628,NA
"3478","Skulte","LVSKU",57.31686,24.40706,"LVA"
"3479","Port of Koror",NA,7.33088,134.45702,NA
"3480","Salacgriva Harbor",NA,57.75836,24.35095,NA
"3481","Baler",NA,15.75582,121.5912,"PHL"
"3482","Port of Avatiu",NA,-21.20415,-159.78383,"COK"
"3483","Saipan","MPSPN",15.22486,145.73505,"MNP"
"3484","Itang",NA,8.19125,34.26844,"ETH"
"3485","Shambe",NA,7.10669,30.7741,"SSD"
"3486","Gambela",NA,8.24532,34.58947,"ETH"
"3487","Rota West","MPROP",14.13943,145.1436,"MNP"
"3488","Tinian","MPTIQ",14.96588,145.62027,NA
"3489","Renk",NA,11.74781,32.78869,"SSD"
"3490","Metar",NA,8.35625,33.44645,"ETH"
"3491","Taroa","MHTAR",8.70444,171.22509,NA
"3492","Mbulungu",NA,-8.76378,31.1053,"ZMB"
"3493","Melut",NA,10.43587,32.20148,"SSD"
"3494","Mongalia",NA,5.20182,31.76846,"SSD"
"3495","Chalna Port","BDCHL",22.60053,89.52181,"BGD"
"3496","Chittagong Port","BDCGP",22.30146,91.79599,"BGD"
"3497","Tarawa","KITRW",1.33164,172.97476,NA
"3498","Khulna Port",NA,22.80161,89.58126,"BGD"
"3499","Mongla Port","BDMGL",22.48786,89.59083,"BGD"
"3500","Narayanganj Port","BDNAR",23.60323,90.5051,NA
"3501","Palo Alto","CUPAL",21.598,-78.97407,NA
"3502","Savanna La Mar","JMSLM",18.2085,-78.1341,"JAM"
"3503","Kilo 29",NA,8.5501,30.27156,"SSD"
"3504","Kigoma",NA,-4.87694,29.62667,"TZA"
"3505","Port Antonio","JMPOT",18.18188,-76.45294,NA
"3506","Montego Bay","JMMBJ",18.45858,-77.93672,NA
"3507","Douala","CMDLA",4.06603,9.70061,NA
"3508","Aricha Ghat Port",NA,23.83599,89.78049,NA
"3509","Payra Port",NA,21.989,90.27926,NA
"3510","Ashuganj Port",NA,24.04233,91.00113,"BGD"
"3511","Dhaka River Port",NA,23.70566,90.40943,"BGD"
"3512","Pangaon Port",NA,23.657,90.45527,"BGD"
"3513","Jucaro","CUJUC",21.62087,-78.85286,NA
"3514","King Abdullah Port",NA,22.3051,39.10406,"SAU"
"3515","Dunmore",NA,25.49998,-76.63722,"BHS"
"3516","Manzanillo",NA,9.36139,-79.88075,"PAN"
"3517","Houston",NA,29.73005,-95.27215,"USA"
"3518","Gioia Tauro",NA,38.45794,15.90899,"ITA"
"3519","Elat","ILETH",29.55035,34.95878,"ISR"
"3520","Mutsamudu","KMMUT",-12.16744,44.39271,"COM"
"3521","Dili",NA,-8.55409,125.57469,"TLS"
"3522","Albury",NA,26.55098,-77.03902,"BHS"
"3523","Gerge Town",NA,23.50694,-75.76868,"BHS"
"3524","Mocmboa da Praia",NA,-11.33714,40.36019,"MOZ"
"3525","Kipindi",NA,-4.65347,18.72147,"COD"
"3526","Ipole",NA,-3.83567,18.91101,"COD"
"3527","Nkuvu",NA,-2.20858,29.09693,"COD"
"3528","Ulindi",NA,-2.68302,27.34071,"COD"
"3529",NA,NA,-5.66033,17.39064,"COD"
"3530","Lilanga",NA,1.63242,21.77296,"COD"
"3531","Makayabo",NA,-4.61295,20.96312,"COD"
"3532","Itoko",NA,-1.01846,21.69882,"COD"
"3533","Karhanywa",NA,-2.16882,29.09508,"COD"
"3534",NA,NA,-5.33226,17.37416,"COD"
"3535",NA,NA,-5.83523,17.40712,"COD"
"3536","Boza",NA,-2.24254,29.08098,"COD"
"3537","Mabunde",NA,1.56829,21.24198,"COD"
"3538","De Bwina",NA,-2.26658,29.05394,"COD"
"3539","Annicet / Ntantu",NA,-4.52729,18.61303,"COD"
"3540","Kunde",NA,-4.87387,16.5353,"COD"
"3541","Shwishwi",NA,-2.15902,29.10298,"COD"
"3542","Mushimbake",NA,-4.10649,29.09777,"COD"
"3543","Lumbu",NA,-3.24331,17.44018,"COD"
"3544","Batempa",NA,-5.04654,23.79068,"COD"
"3545","Olympia",NA,-3.908,18.95872,"COD"
"3546",NA,NA,-5.83,17.4,"COD"
"3547","Lusanga",NA,-5.22867,21.07014,"COD"
"3548","Kimpasa",NA,-4.68516,16.54431,"COD"
"3549",NA,NA,-6.23947,17.45106,"COD"
"3550","Fabieza",NA,-4.04567,16.8937,"COD"
"3551","Bwajingi",NA,-1.94489,29.0985,"COD"
"3552","Boburu",NA,1.44238,18.04205,"COD"
"3553","Nkora",NA,-1.9556,29.05378,"COD"
"3554","Kamtsha",NA,-4.47108,19.23364,"COD"
"3555","Kagobe",NA,-1.96975,29.04511,"COD"
"3556","Kirabo",NA,-2.05165,29.05596,"COD"
"3557","Nsulo",NA,-1.94136,29.09809,"COD"
"3558","Kihara",NA,-2.15711,29.0179,"COD"
"3559","Mazinga",NA,-4.52965,18.60389,"COD"
"3560","Malela",NA,-3.17901,16.19901,"COD"
"3561",NA,NA,-5.83,17.4,"COD"
"3562","Nyaroump",NA,8.68357,30.24384,"SSD"
"3563","Ras Isa (Shore Tanks)","YERAI",15.18497,42.62883,"YEM"
"3564","Ed Daoura Fuel Oil Port",NA,33.89813,35.55245,"LBN"
"3565","Tripoli Fishing Port",NA,34.45521,35.81286,"LBN"
"3566","Dbaiye 2 Port",NA,33.9441,35.58868,"LBN"
"3567","Balhaf",NA,13.97954,48.17711,"YEM"
"3568","Nishtun","YENIS",15.8217,52.19765,"YEM"
"3569","Saint-Louis du Sud",NA,18.25731,-73.54317,"HTI"
"3570","Port-Au-Prince","HTPAP",18.55709,-72.34816,NA
"3571","Terminal Varreux","HTPAP-0004",18.5737,-72.3465,"HTI"
"3572","Saida Commercial Port",NA,33.55656,35.36527,"LBN"
"3573","Sour Commercial Port",NA,33.27382,35.19796,"LBN"
"3574","Aamshite Fuel Oil Port",NA,34.15434,35.63044,"LBN"
"3575","Chekka Fuel Oil Port",NA,34.32934,35.72545,"LBN"
"3576","Carriès",NA,18.83167,-72.85392,"HTI"
"3577","Port of Terminal Abraham","HTPAP-0005",18.54334,-72.3888,"HTI"
"3578","Port of Terminal Thor","HTPAP-0002",18.55,-72.366,"HTI"
"3579","Sedren/Terminal Gonaives","HTGVS",19.4524,-72.7167,"HTI"
"3580","Les Moulins d’Haiti","HTPAP-0006",18.69065,-72.35712,"HTI"
"3581","Suva","FJSUV",-18.1336,178.42447,NA
"3582","Levuka","FJLEV",-17.68472,178.83631,"FJI"
"3583","Malau","FJMAL",-16.3614,179.36657,NA
"3584","Nabouwalu Jetty",NA,-16.99455,178.68772,NA
"3585","Savusavu","FJSUV",-16.77844,179.32635,"FJI"
"3586","Rotuma","FJRTA",-12.50707,177.04068,"FJI"
"3587","Koro Jetty",NA,-17.35327,179.42398,"FJI"
